x_shape,w_shape,bias,stride,padding,dilation,transposed,out_shape
"torch.Size([1, 128, 56, 56])","torch.Size([256, 128, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 256, 56, 56])","torch.Size([256, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 256, 56, 56])","torch.Size([256, 256, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([512, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 256, 56, 56])","torch.Size([512, 256, 1, 1])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([256, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([256, 256, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([512, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([256, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([256, 256, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([512, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([256, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([256, 256, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([512, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([512, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([512, 512, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 512, 28, 28])","torch.Size([1024, 512, 1, 1])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 512, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 512, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 512, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 512, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 512, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([1024, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([1024, 1024, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([2048, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 2048, 7, 7])"
"torch.Size([1, 1024, 14, 14])","torch.Size([2048, 1024, 1, 1])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([1, 2048, 7, 7])"
"torch.Size([1, 2048, 7, 7])","torch.Size([1024, 2048, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([1024, 1024, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([2048, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 2048, 7, 7])"
"torch.Size([1, 2048, 7, 7])","torch.Size([1024, 2048, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([1024, 1024, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([2048, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 2048, 7, 7])"
"torch.Size([1, 3, 224, 224])","torch.Size([32, 3, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 32, 112, 112])"
"torch.Size([1, 32, 112, 112])","torch.Size([32, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 32, 112, 112])"
"torch.Size([1, 32, 112, 112])","torch.Size([16, 32, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 16, 112, 112])"
"torch.Size([1, 16, 112, 112])","torch.Size([48, 16, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 48, 112, 112])"
"torch.Size([1, 48, 112, 112])","torch.Size([48, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 48, 56, 56])"
"torch.Size([1, 48, 56, 56])","torch.Size([24, 48, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 24, 56, 56])"
"torch.Size([1, 24, 56, 56])","torch.Size([72, 24, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 72, 56, 56])"
"torch.Size([1, 72, 56, 56])","torch.Size([72, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 72, 56, 56])"
"torch.Size([1, 72, 56, 56])","torch.Size([24, 72, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 24, 56, 56])"
"torch.Size([1, 24, 56, 56])","torch.Size([72, 24, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 72, 56, 56])"
"torch.Size([1, 72, 56, 56])","torch.Size([72, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 72, 56, 56])"
"torch.Size([1, 72, 56, 56])","torch.Size([24, 72, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 24, 56, 56])"
"torch.Size([1, 24, 56, 56])","torch.Size([72, 24, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 72, 56, 56])"
"torch.Size([1, 72, 56, 56])","torch.Size([72, 1, 5, 5])",,"[2, 2]","[2, 2]","[1, 1]",False,"torch.Size([1, 72, 28, 28])"
"torch.Size([1, 72, 28, 28])","torch.Size([40, 72, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 40, 28, 28])"
"torch.Size([1, 40, 28, 28])","torch.Size([120, 40, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 120, 28, 28])"
"torch.Size([1, 120, 28, 28])","torch.Size([120, 1, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([1, 120, 28, 28])"
"torch.Size([1, 120, 28, 28])","torch.Size([40, 120, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 40, 28, 28])"
"torch.Size([1, 40, 28, 28])","torch.Size([120, 40, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 120, 28, 28])"
"torch.Size([1, 120, 28, 28])","torch.Size([120, 1, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([1, 120, 28, 28])"
"torch.Size([1, 120, 28, 28])","torch.Size([40, 120, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 40, 28, 28])"
"torch.Size([1, 40, 28, 28])","torch.Size([240, 40, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 240, 28, 28])"
"torch.Size([1, 240, 28, 28])","torch.Size([240, 1, 5, 5])",,"[2, 2]","[2, 2]","[1, 1]",False,"torch.Size([1, 240, 14, 14])"
"torch.Size([1, 240, 14, 14])","torch.Size([80, 240, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 80, 14, 14])"
"torch.Size([1, 80, 14, 14])","torch.Size([480, 80, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 480, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([480, 1, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([1, 480, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([80, 480, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 80, 14, 14])"
"torch.Size([1, 80, 14, 14])","torch.Size([480, 80, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 480, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([480, 1, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([1, 480, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([80, 480, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 80, 14, 14])"
"torch.Size([1, 80, 14, 14])","torch.Size([480, 80, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 480, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([480, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 480, 14, 14])"
"torch.Size([1, 480, 14, 14])","torch.Size([96, 480, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 96, 14, 14])"
"torch.Size([1, 96, 14, 14])","torch.Size([576, 96, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 576, 14, 14])"
"torch.Size([1, 576, 14, 14])","torch.Size([576, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 576, 14, 14])"
"torch.Size([1, 576, 14, 14])","torch.Size([96, 576, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 96, 14, 14])"
"torch.Size([1, 96, 14, 14])","torch.Size([576, 96, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 576, 14, 14])"
"torch.Size([1, 576, 14, 14])","torch.Size([576, 1, 5, 5])",,"[2, 2]","[2, 2]","[1, 1]",False,"torch.Size([1, 576, 7, 7])"
"torch.Size([1, 576, 7, 7])","torch.Size([192, 576, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([1152, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1152, 7, 7])"
"torch.Size([1, 1152, 7, 7])","torch.Size([1152, 1, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([1, 1152, 7, 7])"
"torch.Size([1, 1152, 7, 7])","torch.Size([192, 1152, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([1152, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1152, 7, 7])"
"torch.Size([1, 1152, 7, 7])","torch.Size([1152, 1, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([1, 1152, 7, 7])"
"torch.Size([1, 1152, 7, 7])","torch.Size([192, 1152, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([1152, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1152, 7, 7])"
"torch.Size([1, 1152, 7, 7])","torch.Size([1152, 1, 5, 5])",,"[1, 1]","[2, 2]","[1, 1]",False,"torch.Size([1, 1152, 7, 7])"
"torch.Size([1, 1152, 7, 7])","torch.Size([192, 1152, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 7, 7])"
"torch.Size([1, 192, 7, 7])","torch.Size([1152, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1152, 7, 7])"
"torch.Size([1, 1152, 7, 7])","torch.Size([1152, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 1152, 7, 7])"
"torch.Size([1, 1152, 7, 7])","torch.Size([320, 1152, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 320, 7, 7])"
"torch.Size([1, 320, 7, 7])","torch.Size([1280, 320, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1280, 7, 7])"
